11804|10208
18910|11331
16845|11331
16484|10208
12180|10208
12180|19375
12180|13427
11804|15509
12180|15509
11194|13424
16484|15509
15516|15307
19831|11193
18649|15917
13022|14439
11331|14439
11414|15917
16124|14026
16861|14896
14896|14026
12719|16593
13282|16593
12947|15528
12947|11193
11636|15528
11285|14026
11285|14896
10208|12550
19437|15528
18649|12550
10501|12550
13584|17382
17817|17826
19504|17826
14439|14896
14439|11193
10274|15917
15217|17924
10038|19578
10038|13700
12477|16107
14439|10515
11193|11185
15370|12719
10651|11185
15029|16107
14026|14994
11602|11238
11804|11238
11238|16107
10208|11185
16497|10780
17924|14563
17924|19568
17873|11366
15917|12596
19648|11366
16864|13700
17139|17382
17139|15370
17139|12596
10515|17924
14896|14563
14896|19568
14896|10515
13022|11185
16484|11185
16484|14334
11193|14439
19270|11285
15217|18756
10515|18756
19267|16471
11366|12146
17787|12590
15509|14334
14439|18756
16861|17500
17382|12146
10766|16692
11752|16692
11193|14954
12719|13488
13560|14954
11881|14954
19925|10780
17500|10766
10766|17500
14740|10336
13282|13488
13488|15307
10038|12590
10038|14337
16606|16692
12719|11036
16484|17500
15370|11036
17787|13700
17787|14337
17787|19905
14442|21121
14446|21121
14446|10501
19411|15816
10116|15642
15816|15642
11804|10297
11602|10297
10274|12590
10336|19204
14740|12146
13700|10296
19787|15816
17139|16220
10501|10296
16484|15816
17139|10501
17139|14173
16124|13182
12572|10297
13162|11295
16864|13821
19925|14173
15370|15947
13560|11295
16124|15642
16510|11295
16124|12969
15917|16220
15380|15947
15380|10780
15380|11036
15380|13182
12947|14994
18649|14334
18649|19905
11194|13821
11881|13182
11193|11598
11366|10336
13282|13437
19437|13437
19437|14173
11295|13442
10766|11842
11295|17114
13442|17114
13437|13442
17873|12044
10766|10375
13282|12044
12181|11366
13821|18842
12719|12044
10501|11842
16124|14363
16484|18842
15509|17114
13022|11881
15642|11842
18649|11396
18910|11396
14173|16409
11842|16409
19925|14363
19523|16103
19523|11709
15509|12246
11295|12246
11295|14337
19437|11709
13182|14337
14363|14337
19831|10375
13437|11036
10336|11036
19267|13437
19267|11036
19765|11396
14334|13442
14334|16409
19578|11729
14337|11729
10375|11729
11881|11598
16593|16692
12719|16692
12180|18842
12596|11709
12596|16103
11193|15558
17787|11948
13022|16931
13700|11542
16107|14999
13700|11948
11598|11542
16692|17303
11729|17303
12719|14999
10208|14363
15217|11948
10375|16692
14334|16931
11295|15558
13022|12432
11331|12432
11331|14999
12719|12432
10766|15558
14954|11542
16124|13821
15816|17303
12550|16947
14954|10375
17303|18430
19648|18430
16606|18430
16409|10895
16861|16103
17500|10895
13821|16680
10637|16180
19925|14994
18609|13942
13282|11863
13282|16331
11414|16331
11842|16331
12719|19057
19267|17220
14337|13206
11729|13206
10274|11976
19831|17220
15318|11973
16510|11973
15917|11863
16864|11973
18842|17978
16484|17978
10336|17220
11729|10116
11863|10116
11863|16593
11396|13206
10208|17978
16124|17120
10651|16931
16864|14710
10116|14337
19523|13942
12477|14710
14710|12921
16864|12921
19831|13589
10208|13982
10208|10390
13982|14439
13982|21121
13982|15142
